Student_ID,Age,Gender,Academic_Level,Country,Avg_Daily_Usage_Hours,Most_Used_Platform,Affects_Academic_Performance,Sleep_Hours_Per_Night,Mental_Health_Score,Relationship_Status,Conflicts_Over_Social_Media,Addicted_Score,Affects_Academic_Performance_Numeric,Addiction_Level,Cluster,Region,Platform_Type
641,22,Female,Graduate,Ireland,5.9,Instagram,Yes,6.5,6,Single,3,7,1,Medium,2,Europe,Entertain-Scroll
642,19,Male,Undergraduate,India,7.2,TikTok,Yes,5.7,4,Single,5,9,1,High,1,Asia,Entertain-Scroll
643,24,Female,Graduate,Switzerland,4.6,Facebook,No,7.2,7,In Relationship,2,5,0,Medium,0,Europe,Social-Network
644,21,Male,Undergraduate,Turkey,6.8,Instagram,Yes,6.0,5,Single,4,8,1,High,1,Asia,Entertain-Scroll
645,23,Female,Graduate,USA,5.3,Twitter,Yes,6.8,6,In Relationship,3,7,1,Medium,2,North America,Social-Network
646,22,Male,Graduate,Mexico,6.3,Facebook,Yes,6.2,5,Single,4,8,1,High,1,North America,Social-Network
647,20,Female,Undergraduate,France,4.8,Instagram,No,7.1,7,In Relationship,2,5,0,Medium,0,Europe,Entertain-Scroll
648,23,Male,Graduate,Canada,5.7,TikTok,Yes,6.6,6,Single,3,7,1,Medium,2,North America,Entertain-Scroll
649,21,Female,Undergraduate,UK,6.2,Twitter,Yes,6.3,5,Single,4,8,1,High,1,Europe,Social-Network
650,24,Male,Graduate,Italy,4.7,Facebook,No,7.2,7,In Relationship,2,5,0,Medium,0,Europe,Social-Network
651,19,Female,Undergraduate,Russia,6.8,Instagram,Yes,5.9,4,Single,5,9,1,High,1,Europe,Entertain-Scroll
652,22,Male,Graduate,China,5.6,WeChat,Yes,6.7,6,In Relationship,3,7,1,Medium,2,Asia,Direct-Messaging
653,20,Female,Undergraduate,Japan,4.3,Twitter,No,7.5,8,Single,2,4,0,Medium,0,Asia,Social-Network
654,23,Male,Graduate,Poland,6.2,TikTok,Yes,6.3,5,Single,4,8,1,High,1,Europe,Entertain-Scroll
655,21,Female,Undergraduate,Finland,4.4,Instagram,No,7.4,7,In Relationship,2,5,0,Medium,0,Europe,Entertain-Scroll
656,24,Male,Graduate,Spain,6.5,Facebook,Yes,6.1,5,Single,4,8,1,High,1,Europe,Social-Network
657,19,Female,Undergraduate,Denmark,4.6,Twitter,No,7.3,7,In Relationship,2,5,0,Medium,0,Europe,Social-Network
658,22,Male,Graduate,Ireland,5.8,Instagram,Yes,6.6,6,Single,3,7,1,Medium,2,Europe,Entertain-Scroll
659,20,Female,Undergraduate,India,7.1,TikTok,Yes,5.8,4,Single,5,9,1,High,1,Asia,Entertain-Scroll
660,23,Male,Graduate,Switzerland,4.5,Facebook,No,7.3,7,In Relationship,2,5,0,Medium,0,Europe,Social-Network
661,21,Female,Undergraduate,Turkey,6.7,Instagram,Yes,6.0,5,Single,4,8,1,High,1,Asia,Entertain-Scroll
662,24,Male,Graduate,USA,5.4,Twitter,Yes,6.8,6,In Relationship,3,7,1,Medium,2,North America,Social-Network
663,19,Female,Undergraduate,Mexico,6.4,TikTok,Yes,6.2,5,Single,4,8,1,High,1,North America,Entertain-Scroll
664,22,Male,Graduate,France,4.7,Facebook,No,7.2,7,In Relationship,2,5,0,Medium,0,Europe,Social-Network
665,20,Female,Undergraduate,Canada,5.6,Instagram,Yes,6.7,6,Single,3,7,1,Medium,2,North America,Entertain-Scroll
666,23,Male,Graduate,UK,6.3,Twitter,Yes,6.2,5,Single,4,8,1,High,1,Europe,Social-Network
667,21,Female,Undergraduate,Italy,4.8,TikTok,No,7.1,7,In Relationship,2,5,0,Medium,0,Europe,Entertain-Scroll
668,24,Male,Graduate,Russia,6.9,Instagram,Yes,5.9,4,Single,5,9,1,High,1,Europe,Entertain-Scroll
669,19,Female,Undergraduate,China,5.7,WeChat,Yes,6.7,6,In Relationship,3,7,1,Medium,2,Asia,Direct-Messaging
670,22,Male,Graduate,Japan,4.4,Twitter,No,7.4,8,Single,2,4,0,Medium,0,Asia,Social-Network
671,20,Female,Undergraduate,Poland,6.1,Facebook,Yes,6.4,5,Single,4,8,1,High,1,Europe,Social-Network
672,23,Male,Graduate,Finland,4.3,Instagram,No,7.5,7,In Relationship,2,5,0,Medium,0,Europe,Entertain-Scroll
673,21,Female,Undergraduate,Spain,6.4,TikTok,Yes,6.2,5,Single,4,8,1,High,1,Europe,Entertain-Scroll
674,24,Male,Graduate,Denmark,4.5,Twitter,No,7.3,7,In Relationship,2,5,0,Medium,0,Europe,Social-Network
675,19,Female,Undergraduate,Ireland,5.9,Instagram,Yes,6.5,6,Single,3,7,1,Medium,2,Europe,Entertain-Scroll
676,22,Male,Graduate,India,7.2,Facebook,Yes,5.7,4,Single,5,9,1,High,1,Asia,Social-Network
677,20,Female,Undergraduate,Switzerland,4.6,TikTok,No,7.2,7,In Relationship,2,5,0,Medium,0,Europe,Entertain-Scroll
678,23,Male,Graduate,Turkey,6.8,Instagram,Yes,6.0,5,Single,4,8,1,High,1,Asia,Entertain-Scroll
679,21,Female,Undergraduate,USA,5.3,Twitter,Yes,6.8,6,In Relationship,3,7,1,Medium,2,North America,Social-Network
680,24,Male,Graduate,Mexico,6.2,Facebook,Yes,6.3,5,Single,4,8,1,High,1,North America,Social-Network
681,19,Female,Undergraduate,France,4.7,Instagram,No,7.2,7,In Relationship,2,5,0,Medium,0,Europe,Entertain-Scroll
682,22,Male,Graduate,Canada,5.8,TikTok,Yes,6.6,6,Single,3,7,1,Medium,2,North America,Entertain-Scroll
683,20,Female,Undergraduate,UK,6.1,Twitter,Yes,6.4,5,Single,4,8,1,High,1,Europe,Social-Network
684,23,Male,Graduate,Italy,4.8,Facebook,No,7.1,7,In Relationship,2,5,0,Medium,0,Europe,Social-Network
685,21,Female,Undergraduate,Russia,6.7,Instagram,Yes,6.0,4,Single,5,9,1,High,1,Europe,Entertain-Scroll
686,24,Male,Graduate,China,5.5,WeChat,Yes,6.8,6,In Relationship,3,7,1,Medium,2,Asia,Direct-Messaging
687,19,Female,Undergraduate,Japan,4.2,Twitter,No,7.5,8,Single,2,4,0,Medium,0,Asia,Social-Network
688,22,Male,Graduate,Poland,6.3,TikTok,Yes,6.2,5,Single,4,8,1,High,1,Europe,Entertain-Scroll
689,20,Female,Undergraduate,Finland,4.4,Instagram,No,7.4,7,In Relationship,2,5,0,Medium,0,Europe,Entertain-Scroll
690,23,Male,Graduate,Spain,6.5,Facebook,Yes,6.1,5,Single,4,8,1,High,1,Europe,Social-Network
691,21,Female,Undergraduate,Denmark,4.6,Twitter,No,7.3,7,In Relationship,2,5,0,Medium,0,Europe,Social-Network
692,24,Male,Graduate,Ireland,5.9,Instagram,Yes,6.5,6,Single,3,7,1,Medium,2,Europe,Entertain-Scroll
693,19,Female,Undergraduate,India,7.0,TikTok,Yes,5.8,4,Single,5,9,1,High,1,Asia,Entertain-Scroll
694,22,Male,Graduate,Switzerland,4.5,Facebook,No,7.3,7,In Relationship,2,5,0,Medium,0,Europe,Social-Network
695,20,Female,Undergraduate,Turkey,6.6,Instagram,Yes,6.1,5,Single,4,8,1,High,1,Asia,Entertain-Scroll
696,23,Male,Graduate,USA,5.5,Twitter,Yes,6.7,6,In Relationship,3,7,1,Medium,2,North America,Social-Network
697,21,Female,Undergraduate,Mexico,6.3,TikTok,Yes,6.2,5,Single,4,8,1,High,1,North America,Entertain-Scroll
698,24,Male,Graduate,France,4.8,Facebook,No,7.1,7,In Relationship,2,5,0,Medium,0,Europe,Social-Network
699,19,Female,Undergraduate,Canada,5.7,Instagram,Yes,6.6,6,Single,3,7,1,Medium,2,North America,Entertain-Scroll
700,22,Male,Graduate,UK,6.2,Twitter,Yes,6.3,5,Single,4,8,1,High,1,Europe,Social-Network
701,20,Female,Undergraduate,Italy,4.7,TikTok,No,7.2,7,In Relationship,2,5,0,Medium,0,Europe,Entertain-Scroll
702,23,Male,Graduate,Russia,6.8,Instagram,Yes,5.9,4,Single,5,9,1,High,1,Europe,Entertain-Scroll
703,21,Female,Undergraduate,China,5.6,WeChat,Yes,6.7,6,In Relationship,3,7,1,Medium,2,Asia,Direct-Messaging
704,24,Male,Graduate,Japan,4.3,Twitter,No,7.5,8,Single,2,4,0,Medium,0,Asia,Social-Network
705,19,Female,Undergraduate,Poland,6.2,Facebook,Yes,6.3,5,Single,4,8,1,High,1,Europe,Social-Network
